"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING APRIL 2022 TO JUNE 2022",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
121,Vivriti Capital Private Limited,TAMIL NADU,Chennai,"Other financial service activities, except insurance and pension
funding activities, n.e.c.",LR India Holdings Ltd.,Cayman Islands,"1,23,55,02,510.0000",16220798.1588,Received in the company
122,Morjar Windfarm Development Private Limited,MAHARASHTR A,Mumbai,Electric power generation using other non conventional sources,GE EFS INDIA ENERGY INVESTMENTS B.V.,Netherland,"1,26,25,34,000.0000",16170867.3499,Received in the company
123,AMEYAM ENTERPRISE PRIVATE LIMITED,KARNATAKA,Bengaluru,Retail sale via e- commerce,Accel India VII (Mauritius) Limited,Mauritius,"1,19,09,60,819.6000",15636014.426,Received in the company
124,Sopra Banking Software Solutions India Private Limited,UTTAR PRADESH,Gautam Buddha Nagar,"Other information technology and
computer service activities n.e.c",Sopra Banking Software SA,France,"1,20,05,62,350.0000",15527330.8217,Received in the company
125,AZURE POWER INDIA PRIVATE LIMITED,DELHI,South West Delhi,"Electric power generation using solar
energy",AZURE POWER GLOBAL LIMITED,Mauritius,"1,14,43,81,310.0000",15024476.3535,"Received in the
company"
126,Continental Carbon,GUJARAT,Ahmedabad,Manufacture of organic,CSRC(Singapore) Pte Ltd,Taiwan,"1,16,13,75,000.0000",15020505.8763,Received in
,,,,,,,,,
,Eco Technology Pvt. Ltd.,,,and inorganic chemical compounds n.e.c.,,,,,the company
127,Continental Carbon Eco Technology Pvt. Ltd.,GUJARAT,Ahmedabad,Manufacture of organic and inorganic chemical compounds n.e.c.,CSRC(SINGAPORE) PTE LTD,Taiwan,"1,16,10,00,000.0000",15015655.8582,Received in the company
128,HIVELOOP TECHNOLOGY PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other data processing, hosting and related activities n.e.c.",Trustroot Internet Private Limited,Singapore,"1,15,97,84,230.0000",14999931.8411,Received in the company
129,HIVELOOP TECHNOLOGY PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other data processing, hosting and related activities n.e.c.",Trustroot Internet Private Limited,Singapore,"1,13,94,86,034.0000",14960206.7278,Received in the company
130,GARAGEPRENEURS INTERNET PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information service activities n.e.c.,Internet Fund VII Pte. Ltd,Singapore,"1,15,73,90,388.0000",14824160.3287,Received in the company
131,WHIZDM INNOVATIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",Crimson Winter Limited,Cayman Islands,"1,12,73,43,587.4000",14800789.6697,Received in the company
132,Incanus Technologies Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Steadview Capital Mauritius Limited,Mauritius,"1,14,34,29,847.6500",14788414.3758,Received in the company
133,FINTECH BLUE SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other information technology and computer service activities n.e.c,MW XO Digital Finance Fund Holdco Ltd,Cayman Islands,"1,14,02,03,680.0000",14604028.4548,Received in the company
134,FINTECH BLUE SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Other information technology and
computer service activities n.e.c",Terrapin Lux SCSP,Luxembourg,"1,14,02,03,680.0000",14604028.4548,Received in the company
135,Curefoods India Private Limited,KARNATAKA,Bengaluru,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like
manufacture of egg powder, sambar",Crimson Winter Limited,Cayman Islands,"1,13,99,95,788.7500",14601365.7291,Received in the company
,,,,,,,,,
,,,,powder etc. (this excludes the,,,,,
136,AYANA RENEWABLE POWER PRIVATE LIMITED,KARNATAKA,Bengaluru,Electric power generation using solar energy,British International Investment plc,United Kingdom,"1,12,79,86,582.5700",14447548.6595,Received in the company
137,WHIZDM INNOVATIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Evolvence India Fund IV Ltd,Mauritius,"1,12,74,29,570.6500",14440414.3044,Received in the company
138,HEALTH CARE AT HOME INDIA PRIVATE LIMITED,DELHI,New Delhi,"Activities of nurses, masseures, physiotherapists or other para-medical practitioners",IMPACT ASSETS PTE. LTD,Singapore,"1,11,99,97,900.0000",14345227.5132,Received in the company
139,Mohalla Tech Private Limited,KARNATAKA,Bengaluru,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically
updated content",MacRitchie Investments Pte. Ltd.,Singapore,"1,10,88,65,543.5000",14341381.0459,Received in the company
140,Itilite Technologies Private Limited,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",Internet Fund VII Pte Ltd.,Singapore,"1,08,18,72,886.8000",14203809.0479,Received in the company
141,"DR.AGARWAL'S HEALTH CARE
LIMITED",TAMIL NADU,Chennai,Hospital activities,HYPERION INVESTMENTS PTE LTD.,Singapore,"1,09,99,99,108.3200",14089077.7323,"Received in the
company"
142,BEEJAPURI DAIRY PRIVATE LIMITED,HARYANA,Gurgaon,Manufacture of other dairy products n.e.c.,VENTURI I FUND I,Singapore,"1,06,29,97,593.5700",13955997.0692,"Received in the
company"
143,ARYA COLLATERAL WAREHOUSING SERVICES PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals,
textiles etc. Also",LR India Holdings Limited,Cayman Islands,"1,05,37,80,437.5200",13628944.3583,Received in the company
,,,,,,,,,
,,,,"included is storage of
goods in foreign trade zones",,,,,
144,Malladi Drugs & Pharmaceuticals Limited,TAMIL NADU,Chennai,"MANUFACTURE OF MEDICINAL SUBSTANCES USED IN THE MANUFACTURE OF PHARMACEUTICALS: ANTIBIOTICS, ENDOCRINE PRODUCTS, BASIC VITAMINS; OPIUM DERIVATIVES; SULPHA DRUGS; SERUMS AND PLASMAS; SALICYLIC ACID, ITS SALTS AND ESTERS; GLYCOSIDES AND VEGETABLE ALKALOIDS;",Vacca Investments,Mauritius,"1,00,00,02,080.0000",13128934.7992,Received in the company
145,GOISU REALTY PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Construction of buildings carried out on own-account basis or
on a fee or contract basis",Sumitomo Realty and Development Co Ltd,Japan,"1,00,00,00,000.0000",13128907.4911,Received in the company
146,PROFECTUS CAPITAL PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other credit granting,ACTIS PC INVESTMENT (MAURITIUS) LIMITED,Mauritius,"1,00,00,00,000.0000",13128907.4911,"Received in the
company"
147,One Mobikwik Systems Limited,HARYANA,Gurgaon,"Other information technology and computer service
activities n.e.c",NET 1 Applied Technologies Netherlands B.V.,Netherland,"1,01,25,53,158.0000",13095736.2263,Received in the company
148,GLS ALPAK PRODUCTS PRIVATE LIMITED,HARYANA,Gurgaon,Manufacture of packing paper,Elopak B.V,Netherland,"1,01,32,98,184.0000",12978589.5029,Received in the company
149,LIFEWELL DIAGNOSTICS PRIVATE LIMITED,TAMIL NADU,Chennai,Activities of independent diagnostic/pathological laboratories,ORBIMED ASIA IV MAURITIUS LIMITED,Mauritius,"99,99,95,000.0000",12933316.7786,Received in the company
150,Smartpaddle,MAHARASHTR,Mumbai,Wholesale trade via e-,"IFC Emerging Asia Fund,",United,"99,37,73,820.0000",12852855.8846,Received in
,,,,,,,,,
,Technology Private Limited,A,,"commerce excluding
activities of commission agents",LP,Kingdom,,,the company
151,Cheyyar SEZ Developers Private Limited,TAMIL NADU,Tiruvannamalai,Other specialized construction activities,LOTUS FOOTWEAR ENTERPRISES LIMITED,British Virginia,"1,00,00,00,000.0000",12808262.8665,Received in the company
152,Sociofy Enterprise Private Limited,KARNATAKA,Bengaluru,"Other data processing, hosting and related activities n.e.c.",AMAZON CORPORATE HOLDINGS PRIVATE LIMITED,Singapore,"97,63,38,000.0000",12627351.7737,Received in the company
153,Microbial Control (India) Private Limited,DELHI,South Delhi,"MANUFACTURE OF VARIOUS OTHER CHEMICAL PRODUCTS N.E.C.(ANTIKNOCK PREPARATIONS, ANTI- FREEZE PREPARATIONS, LIQUIDS FOR HYDRAULIC TRANSMISSION, COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS, WRITING OR DRAWING INK, CHEMICAL SUBSTANCE USED IN MANUFACTURING OF
PE",N and H International Holding 3 B.V.,Netherland,"97,50,00,000.0000",12488056.2949,Received in the company
154,ONEMI TECHNOLOGY SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other information technology and computer service activities n.e.c,Ammar SDN BHD,Brunei Darussalam,"96,86,97,324.0000",12407329.9639,Received in the company
155,GRASPER GLOBAL PRIVATE LIMITED,MAHARASHTR A,Mumbai,Manufacture of other games and toys n.e.c.,Sofina Ventures SA,Belgium,"96,10,39,411.2000",12309245.4038,Received in the company
156,ANI Technologies Private Limited,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c","Matrix Partners India Investments II Extension, LLC",Mauritius,"96,02,44,605.0000",12299065.317,Received in the company
,,,,,,,,,
157,OLA ELECTRIC MOBILITY PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Barry S. Sternlicht,U.S.A,"93,39,33,690.0000",12261529.0188,Received in the company
158,CAMLIN FINE SCIENCES LIMITED,MAHARASHTR A,Mumbai,"Manufacture of synthetic aromatic
products",Infinity Direct Holdings,Mauritius,"92,66,71,500.0000",12166184.3981,"Received in the
company"
159,CAMLIN FINE SCIENCES LIMITED,MAHARASHTR A,Mumbai,Manufacture of synthetic aromatic products,Infinity Direct Holdings,Mauritius,"92,66,71,500.0000",11984995.9842,Received in the company
160,DELIGHTFUL GOURMET PRIVATE LIMITED,KARNATAKA,Bengaluru,"Production, processing and preserving of other meat and meat products n.e.c.",MacRitchie Investments Pte. Ltd.,Singapore,"90,99,79,998.7200",11947043.2219,Received in the company
161,TRIPMONEY FINTECH SOLUTIONS PRIVATE LIMITED,HARYANA,Gurgaon,"Providing software support and maintenance to the
clients",MAKEMYTRIP LIMITED,Mauritius,"90,90,00,000.0000",11934176.9094,Received in the company
162,Sonepar India Private Limited,DELHI,South West Delhi,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",M/s Sonepar SAS,France,"90,00,00,000.0000",11816016.742,Received in the company
163,NTT DATA PAYMENT SERVICES INDIA LIMITED,MAHARASHTR A,Mumbai,"Other information technology and
computer service activities n.e.c",NTT DATA CORPORATION,Japan,"89,99,99,995.0100",11816016.6765,Received in the company
164,"ODICEA DISTRIBUTION
TECHNOLOGIES PRIVATE LIMITED",DELHI,South Delhi,Wholesale of other basic/manufactured food stuffs n.e.c.,"Alpha Wave Ventures II, LP",Cayman Islands,"89,35,97,050.0000",11731953.0038,Received in the company
165,Olam Global Agri Commodities India Private Limited,HARYANA,Gurgaon,"Wholesale of edible oils, fats, sugar and processed/manufactur ed spices etc.",Olam Global HoldCo Pte Ltd,Singapore,"91,22,78,286.3900",11684700.0995,Received in the company
166,ANI Technologies Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,"Matrix Partners India Investments III, LLC",Mauritius,"90,99,27,200.0000",11654586.767,Received in the company
167,AEON CREDIT,MAHARASHTR,Mumbai,Other financial service,AEON Financial Service,Japan,"90,00,00,000.0000",11640043.301,Received in
,,,,,,,,,
,SERVICE INDIA PRIVATE LIMITED,A,,"activities, except
insurance and pension funding activities, n.e.c.","Co,. Ltd",,,,the company
168,Enarka India Private Limited,KARNATAKA,Bengaluru,"Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors,
junction",Ohmium International Inc,U.S.A,"90,85,51,415.0000",11636965.3511,Received in the company
169,EPIMONEY PRIVATE LIMITED,TAMIL NADU,Chennai,"Other financial service activities, except insurance and pension
funding activities, n.e.c.",Maj Invest Financial Inclusion Fund III K/S,Denmark,"89,99,99,979.7500",11527436.3205,Received in the company
170,DELIGHTFUL GOURMET PRIVATE LIMITED,KARNATAKA,Bengaluru,"Production, processing and preserving of other meat and meat
products n.e.c.",AMMAR SDN BHD,Brunei Darussalam,"89,10,22,082.0800",11523928.4639,Received in the company
171,KOGTA FINANCIAL (INDIA )LIMITED,RAJASTHAN,Ajmer,Other credit granting,Javelin Investments Private Limited,Mauritius,"87,61,36,956.4000",11331413.4556,Received in the company
172,MACK SOFT TECH PRIVATE LIMITED,TELANGANA,K.V.Rangareddy,Other information technology and computer service activities n.e.c,Mack Soft Resolution Company Limited,Ireland,"86,80,00,000.0000",11226175.0947,Received in the company
173,paramount bed india private limited,Haryana,Gurgaon,Manufacture of furniture primarily of metal,Paramount Bed Asia Pacific Pte. Ltd.,Singapore,"86,70,00,000.0000",11213241.7133,Received in the company
174,BERAR FINANCE LIMITED,MAHARASHTR A,Nagpur,Other credit granting,MAJ INVEST FINANCIAL INCLUSION FUND III K/S,Denmark,"85,00,00,127.7600",11159573.0448,Received in the company
175,HUGHES COMMUNICATIONS INDIA PRIVATE LIMITED,DELHI,South West Delhi,Other satellite telecommunications activities,"HNS-INDIA VSAT, INC,",U.S.A,"84,50,00,001.0000",11093926.8431,Received in the company
176,DREAMPLUG,MAHARASHTR,Mumbai,Other information,"Axiom Asia IV, LP",Singapore,"84,53,98,667.5200",10933863.4406,Received in
,,,,,,,,,
,TECHNOLOGIES PRIVATE LIMITED,A,,"technology and
computer service activities n.e.c",,,,,the company
177,FIRSTMERIDIAN BUSINESS SERVICES LIMITED,MAHARASHTR A,Mumbai,"Human resources provision and management of human
resources functions",Manpower Solutions Limited,Mauritius,"84,00,15,360.5400",10864239.078,Received in the company
178,Busybees Logistics Solutions Private Limited,MAHARASHTR A,Pune,Courier activities,Investcorp India Private Equity Opportunity Limited,Mauritius,"82,50,19,943.5000",10831610.5165,Received in the company
179,BEEJAPURI DAIRY PRIVATE LIMITED,HARYANA,Gurgaon,Manufacture of other dairy products n.e.c.,VENTURI I CO INVESTMENT I,Singapore,"82,29,55,056.6600",10804500.8082,"Received in the
company"
180,"STT Global Data Centres India Private
Limited",MAHARASHTR A,Mumbai,"Other data processing, hosting and related
activities n.e.c.",STT INDIA DC PTE. LTD.,Singapore,"81,29,54,010.0000",10673197.9918,"Received in the
company"
181,GAJJU TECHNOLOGIES PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other information technology and computer service activities n.e.c,QED FUND VII LP,U.S.A,"81,40,19,388.0000",10528023.249,Received in the company
182,Busybees Logistics Solutions Private Limited,MAHARASHTR A,Pune,Courier activities,Norwest Venture Partners X-Mauritius,Mauritius,"79,49,50,879.5000",10436836.5569,Received in the company
183,CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED,HARYANA,Gurgaon,"Other financial service activities, except insurance and pension funding activities, n.e.c.",CITADEL SECURITIES (ASIA) II PTE. LIMITED,Singapore,"80,00,00,000.0000",10246610.2932,Received in the company
184,DEFMACRO SOFTWARE PRIVATE LIMITED,DELHI,South West Delhi,"Other data processing, hosting and related activities n.e.c.",SOFTWARE IS CORRECT INC,U.S.A,"76,58,00,100.0000",10054118.6696,Received in the company
185,HIVELOOP LOGISTICS PRIVATE LIMITED,KARNATAKA,Bengaluru,Cargo handling incidental to land transport,Trustroot Logistics Private Limited,Singapore,"76,13,49,519.0000",9995687.4033,Received in the company
186,Infocom Netwrok Private Limited,DELHI,South Delhi,"Other data processing, hosting and related
activities n.e.c.",VINOD KHOSLA,U.S.A,"75,89,97,304.0000",9964805.3902,"Received in the
company"
187,GARAGEPRENEURS INTERNET PRIVATE,KARNATAKA,Bengaluru,Other information service activities n.e.c.,Insight Luxembourg XII S.A.R.L,Luxembourg,"77,14,91,340.0000",9881463.882,Received in the
,,,,,,,,,
,LIMITED,,,,,,,,company
188,Octopolis Technologies Private Limited,KARNATAKA,Bengaluru,Wholesale trade via e- commerce excluding activities of commission agents,Internet Fund VII Pte. Ltd.,Singapore,"76,07,24,422.0800",9838739.1257,Received in the company
189,PLAY GAMES24X7 PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other amusement and recreation activities n.e.c.,Internet Fund VII Pte Ltd,Singapore,"74,91,04,830.0000",9834928.0142,Received in the company
190,"NANLIU MANUFACTURING INDIA PRIVATE
LIMITED",GUJARAT,Ahmedabad,Manufacture of other textiles/textile products n.e.c.,Nanliu Enterprise Co. Ltd.,Samoa,"76,20,00,000.0000",9759896.3043,Received in the company
191,WHEELSEYE LOGISTICS PRIVATE LIMITED,DELHI,North West Delhi,"Other information technology and computer service
activities n.e.c","Wheelseye Technology, Inc.",U.S.A,"75,28,43,576.0000",9736813.1372,Received in the company
192,FINTECH BLUE SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other information technology and computer service activities n.e.c,"SIG Global India Fund I, LLP",U.S.A,"76,00,57,760.0000",9735019.5838,Received in the company
193,Curefoods India Private Limited,KARNATAKA,Bengaluru,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar
powder etc. (this excludes the",Iron Pillar Fund II Ltd,Mauritius,"75,99,97,192.5000",9734243.8194,Received in the company
194,CREDAVENUE PRIVATE LIMITED,TAMIL NADU,Chennai,"Other information technology and
computer service activities n.e.c","DF International Partners VI, LLC",Cayman Islands,"74,12,46,835.0000",9731761.1248,Received in the company
