"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING OCTOBER 2021 TO DECEMBER 2021",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
116,SIEMENS GAMESA RENEWABLE POWER PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Installation of electrical wiring and fittings,"Siemens Gamesa Renewable Energy Eolica, S.L",Spain,"1,15,28,99,998.9300",15296029.7049,Received in the company
117,MEDICA SYNERGIE PRIVATE LIMITED,WEST BENGAL,Kolkata,Hospital activities,POLARIS HEALTHCARE INVESTMENTS PTE LTD,Singapore,"1,14,10,00,000.2200",15138147.2051,Received in the company
118,IDP EDUCATION INDIA PRIVATE LIMITED,DELHI,South Delhi,Educational support activities,IDP Education Ltd.,Australia,"1,12,00,00,000.0000",15034263.3547,Received in the Company
119,EPIFI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",Ocean View Investment Pte Ltd,Singapore,"1,11,24,63,490.0000",14933097.3938,Received in the Company
120,HIVELOOP TECHNOLOGY PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other data processing, hosting and related activities n.e.c.",Trustroot Internet Pte Ltd,Singapore,"1,11,12,47,352.0000",14916772.6269,Received in the Company
121,CASHGRAIL PRIVATE LIMITED,HARYANA,Gurgaon,Other information technology and computer service activities n.e.c,TOMALES BAY CAPITAL GGF ZHR IV LP,U.S.A,"1,11,72,88,073.0000",14914017.2034,Received in the company
122,CASHGRAIL PRIVATE LIMITED,HARYANA,Gurgaon,"Other information technology and computer service
activities n.e.c",WESTCAP CASHGRAIL LLC,U.S.A,"1,11,72,88,073.0000",14914017.2034,Received in the company
123,OLA ELECTRIC MOBILITY PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",DIG Investment IV AB,Sweden,"1,11,64,26,480.0000",14902516.3084,Received in the company
124,HEALTHCARE GLOBAL ENTERPRISES LIMITED,KARNATAKA,Bengaluru,Hospital activities,Aceso Company Pte. Ltd,Singapore,"1,12,15,88,130.0000",14880601.413,Received in the company
125,GHV ADVANCED CARE PRIVATE LIMITED,HARYANA,Gurgaon,Hospital activities,Amber Winter Limited,Cyprus,"1,11,92,54,840.0000",14849644.6317,Received in the company
126,DESIDERATA IMPACT VENTURES PRIVATE LIMITED,DELHI,East Delhi,Management consultancy activities,Internet Fund VII Pte. Ltd,Singapore,"1,10,38,01,537.8200",14816824.1168,Received in the Company
127,MARENGO ASIA HEALTHCARE PRIVATE LIMITED,HARYANA,Gurgaon,Hospital activities,Alpha Healthcare Investments Limited,Mauritius,"1,11,50,08,684.3800",14793309.0236,Received in the company
128,Continental Carbon Eco Technology Pvt. Ltd.,GUJARAT,Ahmedabad,Manufacture of organic and inorganic chemical compounds n.e.c.,CSRC(SINGAPORE)PTE LTD,Taiwan,"1,11,45,00,000.0000",14786560.0849,Received in the company
129,OFB TECH PRIVATE LIMITED,DELHI,South West Delhi,Other non-specialised wholesale trade n.e.c.,MW XO Digital Finance Fund Holdco Ltd.,Cayman Islands,"1,11,41,85,182.4600",14782383.2626,Received in the company
130,VER SE INNOVATION PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",DAHLIA INVESTMENTS,Mauritius,"1,11,39,49,583.4000",14779257.4666,Received in the company
131,Continental Carbon Eco Technology Pvt. Ltd.,GUJARAT,Ahmedabad,Manufacture of organic and inorganic chemical compounds n.e.c.,CSRC(SINGAPORE) PTE LTD,Taiwan,"1,11,37,50,000.0000",14776609.5061,Received in the company
132,GIRNARSOFT EDUCATION SERVICES PRIVATE LIMITED,RAJASTHAN,Jaipur,Educational support activities,Janeville Limited,Cyprus,"1,09,61,99,998.8800",14714785.2433,Received in the Company
133,"WAKEFIT
INNOVATIONS PRIVATE LIMITED",KARNATAKA,Bengaluru,Manufacture of mattresses and pillows,"SAI Global India Fund I, LLP",U.S.A,"1,09,99,22,550.0000",14593154.6652,Received in the company
134,STT Global Data Centres India Private Limited,MAHARASHTRA,Mumbai,"Other data processing, hosting and related activities n.e.c.",STT INDIA DC PTE. LTD.,Singapore,"1,09,41,82,796.0000",14517002.8326,Received in the company
135,Open Financial Technologies Private Limited,KERALA,Malappuram,Other information service activities n.e.c.,Google International LLC,U.S.A,"1,08,58,60,100.5800",14494503.8007,Received in the company
136,DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION LIMITED,MAHARASHTRA,Pune,Manufacture of organic and inorganic chemical compounds n.e.c.,International Finance Corporation,U.S.A,"1,06,79,82,045.0000",14336002.9666,Received in the Company
137,BOSTON IVY,MAHARASHTRA,Mumbai,Wholesale trade via e-,Creaegis II Limited,Mauritius,"1,06,79,49,923.2800",14255431.4443,Received in
,HEALTHCARE SOLUTIONS PRIVATE LIMITED,,,commerce excluding activities of commission agents,,,,,the company
138,LS AUTOMOTIVE INDIA PRIVATE LIMITED,TAMIL NADU,Tiruvallur,Manufacture of other electrical equipment,"LS Automotive Technologies Co, Ltd",South Korea,"1,04,28,81,010.0000",13836359.5476,Received in the company
139,Think & Learn Private Limited,KARNATAKA,Bengaluru,"General school education in the second stage of the secondary level (Senior/Higher secondary) giving, in principle, access to
higher education",Byjus Time Capital Advisors LP,Cayman Islands,"1,03,39,56,144.0000",13801668.6044,Received in the company
140,GALACTUS FUNWARE TECHNOLOGY PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",M-LEAGUE PTE. LTD.,Singapore,"1,03,49,09,500.0000",13730598.0298,Received in the company
141,GATX INDIA PVT LTD,DELHI,Central Delhi,"Renting and operational leasing, without operator, of other machinery and equipment that are generally used as capital
goods by industries",Gatx Global Finance B.V.,Netherland,"1,00,00,00,000.0000",13423449.4238,Received in the Company
142,MICHELIN INDIA PRIVATE LIMITED,TAMIL NADU,Chennai,"Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber
tyres",Compagnie Financiere Michelin SAS,France,"1,00,00,00,000.0000",13423449.4238,Received in the Company
143,EPIFI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",B Capital GF III Holdco I Pte Ltd,U.S.A,"99,38,01,350.7500",13340242.1691,Received in the Company
144,Wow Momo Foods Private Limited,WEST BENGAL,Kolkata,"Cafeterias, fast-food restaurants and other food preparation in market stalls",Tree Line Asia Master Fund (Singapore) Pte Ltd,Singapore,"1,00,00,05,367.8400",13267509.6068,Received in the company
145,OFB TECH PRIVATE LIMITED,DELHI,South West Delhi,Other non-specialised wholesale trade n.e.c.,SVF II ORCA (DE) LLC,U.S.A,"97,98,43,714.9200",13152882.5505,Received in the Company
146,Hike Private Limited,DELHI,South West Delhi,Telephone based information services,Hike Global Pte. Ltd.,Singapore,"97,90,29,990.0000",13141959.5551,Received in the Company
147,VEDANTU INNOVATIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",INTERNET FUND III PTE LTD,Singapore,"96,48,40,613.1000",12879086.2894,Received in the company
148,GENSOL MOBILITY PRIVATE LIMITED,GUJARAT,Ahmedabad,Rental of private cars with driver,BP TECHNOLOGY VENTURES LIMITED,United Kingdom,"96,24,45,000.0000",12847108.6681,Received in the company
149,WAYCOOL FOODS AND PRODUCTS PRIVATE LIMITED,TAMIL NADU,Chennai,Wholesale of fruits & vegetables,LR India Holdings Ltd.,Cayman Islands,"95,55,15,068.8800",12826308.2008,Received in the Company
150,GIRNAR SOFTWARE PRIVATE LIMITED,RAJASTHAN,Jaipur,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically
updated content",SCI Growth Investments II,Mauritius,"93,74,82,660.8000",12584251.0829,Received in the Company
151,ALTEN INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,ALTEN EUROPE,France,"92,09,99,664.7200",12362992.4187,Received in the Company
152,CREDAVENUE PRIVATE LIMITED,TAMIL NADU,Chennai,"Other information technology and
computer service activities n.e.c",Lightspeed lndia Partners III LLC,Mauritius,"91,87,46,361.0000",12263801.3997,Received in the company
153,Integrace Private Limited,KARNATAKA,Bengaluru,Wholesale of pharmaceutical and medical goods,V-Sciences Investments Pte. Ltd,Singapore,"90,00,00,000.0000",12081104.4814,Received in the Company
154,Istar Skill Development Private Limited,KARNATAKA,Bengaluru,Educational support activities,MICROSOFT CORPORATION,U.S.A,"90,03,56,740.2400",11945427.5796,Received in the company
155,VEDANTU INNOVATIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",GGV VII PLUS INVESTMENTS PTE. LTD.,Singapore,"89,06,22,104.4000",11888387.3441,Received in the company
156,SHAILY ENGINEERING PLASTICS LIMITED,GUJARAT,Vadodara,Manufacture of other plastics products n.e.c.,"LIGHTHOUSE INDIA FUND III, LIMITED",Mauritius,"89,01,32,490.0000",11881851.7713,Received in the company
157,DESIDERATA IMPACT VENTURES PRIVATE LIMITED,DELHI,East Delhi,Management consultancy activities,"Creation Investments Social Ventures Fund V, LP",U.S.A,"87,98,22,766.9800",11810256.4145,Received in the Company
158,Pune Business Spaces Private Limited,MAHARASHTRA,Pune,Construction of buildings carried out on own- account basis or on a fee or contract basis,Apollo Asia REII Singapore II PTE Ltd,Singapore,"87,80,79,000.1900",11720956.8698,Brownfield
159,SUPERMARKET GROCERY SUPPLIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other non-specialised wholesale trade n.e.c.,CDC Group Plc,United Kingdom,"84,96,30,030.1300",11341208.4064,Received in the company
160,"HIVELOOP
TECHNOLOGY PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other data processing,
hosting and related activities n.e.c.",Trustroot Internet Private Limited,Singapore,"82,60,20,888.0000",11088049.6131,Received in the Company
161,BURDA DRUCK INDIA PRIVATE LIMITED,DELHI,South Delhi,"Printing of magazines and other periodicals, books and brochures, maps, atlases, posters
etc.",Burda Druck GmbH,Germany,"83,51,79,510.0000",11080692.693,Received in the company
162,Promotional Equity Services Private Limited.,WEST BENGAL,Kolkata,"Other financial service activities, except insurance and pension funding activities, n.e.c.",Zeal Global Opportunities Fund,Mauritius,"81,03,39,000.0000",10877544.5826,Received in the Company
163,GREEN AGREVOLUTION PRIVATE LIMITED,BIHAR,Patna,"Other supporting activities including agricultural gardening (excluding parks and gardening activities),
n.e.c.",Naspers Ventures B. V.,Netherland,"81,52,05,818.1000",10815692.9663,Received in the company
164,Fourth Partner Energy Private Limited,TELANGANA,K.V.Rangareddy,Electric power generation using solar energy,The Rise Fund SF Pte Ltd,Singapore,"79,99,99,949.3200",10613950.0391,Received in the company
165,GOKWIK COMMERCE SOLUTIONS PRIVATE LIMITED,DELHI,South West Delhi,Publishing of operating business and other applications,SCI Venture Investments VII,Mauritius,"78,16,60,000.0000",10433916.7033,Received in the company
166,Sanctum Wealth Private Limited,MAHARASHTRA,Mumbai,Security and commodity contracts brokerage,Xander Credit Pte. Ltd.,Singapore,"77,99,78,497.3300",10411471.3193,Received in the company
167,Voltbek Home Appliances Private Limited,MAHARASHTRA,Mumbai,"Manufacture of domestic electric appliances such as refrigerators, washing machines, vacuum cleaners, mixers,
grinders etc.",Ardutch B.V.,Netherland,"78,40,00,000.0000",10401671.6972,Received in the company
168,Locon Solutions Private Limited,MAHARASHTRA,Mumbai,"Other data processing,
hosting and related activities n.e.c.",Elara Technologies Pte Ltd,Singapore,"77,55,93,800.0000",10352942.5898,Received in the company
169,MSERV INDIA SERVICES PRIVATE LIMITED,DELHI,South West Delhi,Other information service activities n.e.c.,MARKITSERV LIMITED,United Kingdom,"76,24,34,320.0000",10177284.4799,Received in the company
170,HIVELOOP TECHNOLOGY PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other data processing, hosting and related activities n.e.c.",Trustroot Internet Private Limited,Singapore,"75,24,53,074.0000",10100515.7826,Received in the Company
171,DEFMACRO SOFTWARE PRIVATE LIMITED,DELHI,South West Delhi,"Other data processing, hosting and related activities n.e.c.",Software is Correct INC,U.S.A,"74,77,99,866.0000",10038053.6804,Received in the Company
172,VER SE INNOVATION PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information
technology and computer service",B CAPITAL ASIA II LTD,U.S.A,"74,55,92,778.4000",10008426.9516,Received in the Company
,,,,activities n.e.c,,,,,
173,VER SE INNOVATION PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,B CAPITAL GF III CI HOLDCO III LLC,U.S.A,"74,55,60,607.5000",10007995.1072,Received in the Company
174,Continental Carbon Eco Technology Pvt. Ltd.,GUJARAT,Ahmedabad,Manufacture of organic and inorganic chemical compounds n.e.c.,CSRC(SINGAPORE)PTE LTD,Taiwan,"74,67,00,000.0000",9967256.3548,Received in the company
175,EPIFI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Alpha Wave Ventures LP,Cayman Islands,"74,16,26,501.2500",9955185.8309,Received in the Company
176,AGP CGD INDIA PRIVATE LIMITED,DELHI,South West Delhi,Distribution and sale of gaseous fuels through mains,AG and P LNG MARKETING PTE LTD,Singapore,"75,01,00,000.0000",9951905.5358,Received in the company
177,WAKEFIT INNOVATIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of mattresses and pillows,Verlinvest S.A.,Belgium,"75,00,03,264.0000",9950622.0969,Received in the company
178,GIRNAR SOFTWARE PRIVATE LIMITED,RAJASTHAN,Jaipur,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically
updated content",FRANKLIN TEMPLETON INVESTMENT FUNDS- FRANKLIN INDIA FUND,U.S.A,"74,98,85,337.6000",9949057.5157,Received in the company
179,Continental Carbon Eco Technology Pvt. Ltd.,GUJARAT,Ahmedabad,Manufacture of organic and inorganic chemical compounds n.e.c.,CSRC(SINGAPORE) PTE LTD,Taiwan,"74,52,00,000.0000",9947233.7426,Received in the company
180,Zinka Logistics Solutions Private Limited,KARNATAKA,Bengaluru,Motorised road freight transport,VEF AB (publ),Sweden,"74,48,85,855.0000",9943040.407,Received in the company
181,Camden Town Technologies Private Limited,KARNATAKA,Bengaluru,Data processing activities including report writing,Primrose Hill Ventures Pte Limited,Singapore,"74,00,00,000.0000",9933352.5736,Received in the Company
182,API HOLDINGS LIMITED,MAHARASHTRA,Mumbai,Other land transport services n.e.c,Beta Oryx Limited,UAE,"73,99,95,700.0000",9933294.8528,Received in the Company
183,DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c",Ru-Net Enterprises Limited,Cyprus,"74,81,71,353.7800",9926317.3409,Received in the company
184,DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c",MW XO Digital Finance Fund Holdco Ltd.,Cayman Islands,"74,81,71,353.7800",9926317.3409,Received in the company
185,DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",Sofina Ventures SA,Belgium,"74,81,71,353.7800",9926317.3409,Received in the company
186,DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",SFSPVI Ltd.,Cayman Islands,"74,81,71,353.7800",9926317.3409,Received in the company
187,"Oneassist Consumer
Solutions Private Limited",MAHARASHTRA,Mumbai,Other business support service activities n.e.c,RSCO LLC,U.S.A,"74,25,57,015.3100",9911954.1043,Received in the company
188,BITKUBER INVESTMENTS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,CHAIN LABS PRIVATE LIMITED,Singapore,"73,58,97,839.7400",9878287.4328,Received in the Company
189,Baldor Technologies Private Limited,MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c",Trans Union International Inc,U.S.A,"73,69,99,263.0000",9837766.9582,Received in the company
190,ENTERO HEALTHCARE SOLUTIONS PRIVATE LIMITED,HARYANA,Faridabad,Wholesale of pharmaceutical and medical goods,ORBIMED ASIA III MAURITIUS LIMITED,Mauritius,"73,00,00,000.0000",9744337.939,Brownfield
191,ESPN Digital Media (India) Private Limited,KARNATAKA,Bengaluru,Other publishing activities (including on- line) n.e.c.,ESPN Global Ventures Limited,United Kingdom,"72,54,90,003.0000",9684136.6583,Received in the company
192,SCHLOSS BANGALORE PRIVATE LIMITED,DELHI,South West Delhi,"Hotels and Motels, inns, resorts providing short term lodging facilities;
includes accommodation in house boats",BSREP III INDIA BALLET III PTE. LTD,Singapore,"72,48,26,100.0000",9675274.6101,Received in the company
193,SCHLOSS BANGALORE PRIVATE LIMITED,DELHI,South West Delhi,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",BSREP III INDIA BALLET III PTE. LTD,Singapore,"72,48,26,100.0000",9675274.6101,Received in the company
194,SUEZ INDIA PRIVATE LIMITED,DELHI,New Delhi,"Water collection, treatment and supply",Suez International (previously known as Degremont),France,"72,34,03,100.0100",9597706.06,Received in the company
195,UPSCALIO INDIA PRIVATE LIMITED,HARYANA,Gurgaon,Manufacture of other articles n.e.c.,UPSCALIO PTE LTD,Singapore,"70,00,00,000.0000",9396414.5967,Received in the Company
196,INTERCOS INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of
cosmetics and toileteries (includes manufacture of",Intercos S.p.A.,Italy,"70,00,00,000.0000",9287206.8725,Received in the company
